step,token_id,token_str,logprob,surprisal,entropy,margin,top5_ids,top5_tokens,top5_logprobs
743,422,Ġif,-0.7857568860054016,0.7857568860054016,1.9216374158859253,0.3477599620819092,"[422, 34076, 4400, 264, 83416, 459, 832, 279, 958, 76461, 10748, 2646, 433, 961, 13057, 5496, 1364, 43120, 14906, 94603, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","['Ġif', 'Ġvibrant', 'Ġnothing', 'Ġa', 'Ġinterconnected', 'Ġan', 'Ġone', 'Ġthe', 'Ġinter', 'Ġshimmer', 'Ġpure', 'Ġnever', 'Ġit', 'Ġpart', 'Ġvast', 'Ġliving', 'Ġshe', 'Ġvivid', 'Ġthreads', 'Ġintric', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>']","[-0.7857568860054016, -2.2254884243011475, -2.258970022201538, -2.348256826400757, -2.738881826400757, -2.7760846614837646, -4.11536979675293, -4.180475234985352, -4.435310363769531, -4.435310363769531, -4.513435363769531, -4.892900466918945, -4.998926162719727, -5.104953765869141, -5.171916961669922, -5.38397216796875, -5.612766265869141, -5.718791961669922, -5.891783714294434, -5.897363662719727, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
744,31720,Ġrevealing,-3.371469736099243,3.371469736099243,3.3949084281921387,0.1013326495885849,"[10675, 3970, 75648, 15375, 27000, 6965, 47093, 24937, 31720, 5439, 433, 33687, 15107, 42852, 9405, 56874, 28392, 34558, 279, 312, 1364, 39297, 59624, 20037, 16898, 1694, 5762, 13989, 95708, 264, 93167, 1555, 4400, 19914, 19894, 505, 70042, 961, 350, 30438, 1903, 13541, 44894, 0, 1, 2, 3, 4, 5, 6]","['Ġrevealed', 'Ġseen', 'Ġilluminated', 'Ġunw', 'Ġreflected', 'Ġbound', 'Ġframed', 'Ġpainted', 'Ġrevealing', 'Ġwritten', 'Ġit', 'Ġguided', 'Ġdrawn', 'Ġreflecting', 'Ġborn', 'Ġwoven', 'Ġcloth', 'Ġcrafted', 'Ġthe', 'Ġre', 'Ġshe', 'Ġunveiled', 'Ġrewritten', 'Ġwrapped', 'Ġconj', 'Ġbeing', 'Ġheld', 'Ġalive', 'Ġstitched', 'Ġa', 'Ġorchestrated', 'Ġthrough', 'Ġnothing', 'Ġrefr', 'Ġviewed', 'Ġfrom', 'Ġwitnessing', 'Ġpart', 'ĠT', 'Ġresponding', 'Ġmade', 'Ġpulled', 'Ġdepicted', '!', '""', '#', '$', '%', '&', ""'""]","[-1.8201305866241455, -2.802273988723755, -2.813433885574341, -2.9920055866241455, -3.0701305866241455, -3.215219736099243, -3.337987184524536, -3.360308885574341, -3.371469736099243, -3.527719736099243, -3.566782236099243, -3.605844736099243, -3.728612184524536, -3.7397730350494385, -3.907183885574341, -3.994610071182251, -4.007630825042725, -4.029952526092529, -4.069015026092529, -4.108077526092529, -4.217824459075928, -4.253166675567627, -4.320130825042725, -4.331291675567627, -4.465219974517822, -4.487541198730469, -4.521022796630859, -4.532183647155762, -4.532183647155762, -4.552645683288574, -4.554505348205566, -4.608449459075928, -4.61030912399292, -4.643791675567627, -4.677273273468018, -4.701455593109131, -4.733077526092529, -4.755398273468018, -4.831663131713867, -4.844683647155762, -4.867005825042725, -4.878166198730469, -4.911647796630859, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
745,1317,Ġlong,-1.1097525358200073,1.1097525358200073,2.3813250064849854,0.21631167829036713,"[1317, 264, 279, 8340, 459, 1202, 1063, 5196, 13931, 13365, 44133, 57700, 11503, 24511, 8767, 64233, 1148, 350, 58105, 9863, 6367, 28254, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","['Ġlong', 'Ġa', 'Ġthe', 'Ġhidden', 'Ġan', 'Ġits', 'Ġsome', 'Ġitself', 'Ġlayers', 'Ġunt', 'Ġconcealed', 'Ġmysteries', 'Ġanswers', 'Ġsecrets', 'Ġpreviously', 'Ġunseen', 'Ġwhat', 'ĠT', 'Ġtimeless', 'Ġpieces', 'Ġsecret', 'Ġprofound', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<']","[-1.1097525358200073, -2.1774613857269287, -2.4378774166107178, -2.623891830444336, -2.6982955932617188, -2.6982955932617188, -2.9177892208099365, -2.940110921859741, -3.821805715560913, -4.045021057128906, -4.26823616027832, -4.357521057128906, -4.368680953979492, -4.4654083251953125, -4.469127655029297, -4.688622951507568, -4.73698616027832, -4.837430953979492, -4.859752655029297, -4.870914459228516, -4.915555953979492, -5.272699356079102, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
746,13609,-hidden,-2.0020923614501953,2.0020923614501953,1.7316533327102661,0.2013571858406067,"[2269, 15204, 13609, 27578, 1481, 58606, 44133, 1773, 29352, 7962, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","['-f', '-con', '-hidden', '-lo', '-b', '-held', 'Ġconcealed', '-d', '-over', '-se', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[-0.9083423614501953, -1.6003055572509766, -2.0020923614501953, -2.269948959350586, -2.6940555572509766, -3.687358856201172, -3.8547706604003906, -4.100305557250977, -4.234233856201172, -4.446287155151367, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
747,12912,Ġpatterns,-0.5057585835456848,0.5057585835456848,1.6976650953292847,0.4766422510147095,"[12912, 57700, 62814, 53219, 4754, 24511, 18249, 13878, 13931, 44014, 11503, 13537, 14236, 19459, 50446, 6677, 18210, 9863, 7039, 50800, 58378, 15696, 6367, 59949, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","['Ġpatterns', 'Ġmysteries', 'Ġfacets', 'Ġtruths', 'Ġpotential', 'Ġsecrets', 'Ġharmon', 'Ġaspects', 'Ġlayers', 'Ġpathways', 'Ġanswers', 'Ġconnections', 'Ġcodes', 'Ġmemories', 'Ġrealities', 'Ġknowledge', 'Ġsymbols', 'Ġpieces', 'Ġkeys', 'Ġmeanings', 'Ġnarratives', 'Ġdimensions', 'Ġsecret', 'Ġtreasures', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':']","[-0.50575852394104, -2.06825852394104, -3.2736151218414307, -3.63075852394104, -3.78700852394104, -3.8446714878082275, -3.954418420791626, -3.9990618228912354, -4.21111536026001, -4.28924036026001, -4.456650257110596, -4.501293182373047, -4.67986536026001, -4.7803120613098145, -4.7803120613098145, -4.91424036026001, -5.037008762359619, -5.1039719581604, -5.215578556060791, -5.293705463409424, -5.360668659210205, -5.427633762359619, -5.516918659210205, -5.5615620613098145, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
748,13,.,-1.673398494720459,1.673398494720459,2.9533941745758057,0.0822131484746933,"[13, 323, 8748, 10217, 23711, 11, 315, 16940, 21583, 2949, 1880, 304, 8340, 56874, 430, 382, 38088, 44133, 31799, 3549, 902, 27800, 958, 1234, 8767, 51346, 28016, 8967, 30547, 2345, 311, 5938, 16447, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18]","['.', 'Ġand', 'Ġwaiting', 'Ġgoverning', 'Ġembedded', ',', 'Ġof', 'Ġunderlying', 'Ġconnecting', 'Ġwithin', 'Ġet', 'Ġin', 'Ġhidden', 'Ġwoven', 'Ġthat', '.ĊĊ', 'Ġinherent', 'Ġconcealed', 'Ġlinking', 'Ġcreated', 'Ġwhich', 'Ġgoverned', 'Ġinter', 'Ġunder', 'Ġpreviously', 'Ġguiding', 'Ġburied', 'Ġmeant', 'Ġinvisible', 'âĢĶ', 'Ġto', 'Ġassociated', 'Ġlocked', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '/', '0', '1', '2', '3']","[-1.673398494720459, -2.250037670135498, -2.376523494720459, -2.6555418968200684, -2.8006319999694824, -2.938279628753662, -3.105691432952881, -3.1131319999694824, -3.2135767936706543, -3.4126105308532715, -3.4367918968200684, -3.719529628753662, -3.7753348350524902, -3.886941432952881, -4.072951793670654, -4.258965969085693, -4.296166896820068, -4.307326793670654, -4.586345195770264, -4.720273494720459, -4.731435298919678, -4.731435298919678, -4.798398494720459, -4.876523494720459, -4.898845195770264, -4.932326793670654, -4.954648494720459, -4.976970195770264, -4.988131999969482, -5.077416896820068, -5.216926097869873, -5.300631999969482, -5.311791896820068, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
749,1628,ĠAnd,-1.89717435836792,1.89717435836792,3.1486005783081055,0.014008060097694397,"[3161, 1628, 7357, 5659, 9062, 67975, 4314, 89789, 2052, 25218, 4815, 14636, 20636, 1789, 8976, 1252, 3011, 56124, 18165, 3296, 3005, 2876, 17331, 578, 4212, 2435, 2468, 4800, 13266, 49999, 16333, 3639, 5112, 2360, 44874, 1102, 87691, 46551, 1556, 32255, 350, 0, 1, 2, 3, 4, 5, 6, 7, 8]","['ĠWith', 'ĠAnd', 'ĠEvery', 'ĠFrom', 'ĠEach', 'ĠRecogn', 'ĠThese', 'ĠAmid', 'ĠAll', 'ĠWithin', 'ĠĊĊ', 'ĠThus', 'ĠHaving', 'ĠFor', 'ĠReal', 'ĠUn', 'ĠThat', 'ĠSeeing', 'ĠTen', 'ĠBy', 'ĠShe', 'ĠNot', 'ĠThrough', 'ĠThe', 'ĠTime', 'ĠThey', 'ĠAt', 'ĠNow', 'ĠThose', 'ĠWitness', 'ĠLy', 'ĠWhat', 'ĠThen', 'ĠNo', 'ĠReality', 'ĠIt', 'ĠBene', 'ĠUnderstanding', 'ĠAn', 'ĠTogether', 'ĠT', '!', '""', '#', '$', '%', '&', ""'"", '(', ')']","[-1.8078893423080444, -1.8971742391586304, -2.4663710594177246, -2.7007460594177246, -3.0020861625671387, -3.2029776573181152, -3.38154935836792, -3.6270861625671387, -3.8168177604675293, -3.8614609241485596, -4.00654935836792, -4.073514461517334, -4.129317760467529, -4.173961162567139, -4.196282863616943, -4.24092435836792, -4.24092435836792, -4.363692760467529, -4.419496059417725, -4.441817760467529, -4.447398662567139, -4.47529935836792, -4.47529935836792, -4.49390172958374, -4.575746059417725, -4.598067760467529, -4.609227657318115, -4.609227657318115, -4.63154935836792, -4.63154935836792, -4.642711162567139, -4.676192760467529, -4.687352657318115, -4.70967435836792, -4.743157863616943, -4.8752264976501465, -4.921727657318115, -4.955211162567139, -4.966371059417725, -4.966371059417725, -5.16354513168335, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
750,1070,Ġthere,-1.8427884578704834,1.8427884578704834,2.046638011932373,0.004996687173843384,"[8617, 994, 3582, 1070, 304, 16333, 14392, 779, 439, 449, 8830, 8051, 1618, 2949, 1364, 11, 433, 3131, 3686, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]","['Ġthus', 'Ġwhen', 'Ġthough', 'Ġthere', 'Ġin', 'ĠLy', 'Ġknowing', 'Ġso', 'Ġas', 'Ġwith', 'Ġunderstanding', 'Ġalthough', 'Ġhere', 'Ġwithin', 'Ġshe', ',', 'Ġit', 'Ġonce', 'Ġyet', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@']","[-1.485645055770874, -1.5079667568206787, -1.5079667568206787, -1.8427884578704834, -3.7698724269866943, -3.9930875301361084, -4.086091995239258, -4.10469388961792, -4.19769811630249, -4.19769811630249, -4.443235397338867, -4.554841995239258, -4.744573593139648, -4.792937755584717, -4.923144817352295, -5.1649627685546875, -5.2021636962890625, -5.224485397338867, -5.391895294189453, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
751,263,on,-2.740171194076538,2.740171194076538,0.962912380695343,0.6988694667816162,"[11, 263, 1364, 25281, 304, 574, 11203, 15812, 59723, 433, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","[',', 'on', 'Ġshe', 'Ġexisted', 'Ġin', 'Ġwas', 'Ġlay', 'Ġlies', 'upon', 'Ġit', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I']","[-0.2699354887008667, -2.740171194076538, -2.7624928951263428, -2.896421194076538, -4.138982772827148, -4.157583236694336, -5.003936767578125, -5.2178497314453125, -5.229011535644531, -5.385261535644531, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
752,14980,Ġstood,-3.699232578277588,3.699232578277588,2.262909412384033,0.23015429079532623,"[11, 3782, 51063, 8272, 15812, 1364, 16392, 14980, 279, 16333, 9670, 6137, 305, 25319, 13544, 18799, 96763, 11203, 9922, 39493, 3952, 574, 10675, 11509, 22763, 10222, 32122, 358, 304, 76782, 350, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[',', 'Ġcame', 'Ġarose', 'Ġfollowed', 'Ġlies', 'Ġshe', 'Ġrose', 'Ġstood', 'Ġthe', 'ĠLy', 'Ġended', 'Ġbegan', 'Ġh', 'Ġstepped', 'Ġforth', 'Ġhung', 'Ġensued', 'Ġlay', 'Ġappeared', 'Ġdawn', 'Ġtook', 'Ġwas', 'Ġrevealed', 'Ġstanding', 'Ġemerged', 'Ġoccurred', 'Ġflew', 'ĠI', 'Ġin', 'Ġunfolded', 'ĠT', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4']","[-0.9183526039123535, -1.7777276039123535, -2.2576394081115723, -3.2509427070617676, -3.4295144081115723, -3.559723377227783, -3.5746026039123535, -3.699232578277588, -4.052653789520264, -4.136359691619873, -4.2330851554870605, -4.378174304962158, -4.422817707061768, -4.6683526039123535, -4.724156856536865, -4.735317707061768, -4.8580851554870605, -4.917609691619873, -5.0589776039123535, -5.081299304962158, -5.125942707061768, -5.2152276039123535, -5.3268351554870605, -5.3268351554870605, -5.512848377227783, -5.516567707061768, -5.516567707061768, -5.550049304962158, -5.615153789520264, -5.617013454437256, -5.6802592277526855, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
753,578,ĠThe,-3.4100985527038574,3.4100985527038574,2.407533884048462,0.07037262618541718,"[279, 16333, 264, 459, 350, 11, 578, 1077, 445, 10675, 18165, 2380, 1131, 469, 13544, 1148, 4400, 364, 1603, 5899, 4339, 1521, 1556, 832, 43701, 430, 2722, 3116, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","['Ġthe', 'ĠLy', 'Ġa', 'Ġan', 'ĠT', ',', 'ĠThe', 'Ġher', 'ĠL', 'Ġrevealed', 'ĠTen', 'Ġthree', '...', 'ĠE', 'Ġforth', 'Ġwhat', 'Ġnothing', ""Ġ'"", 'Ġbefore', 'Ġten', 'Ġwords', 'Ġthese', 'ĠAn', 'Ġone', 'ĠLum', 'Ġthat', 'ĠTe', 'Ġfour', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7']","[-1.3732695579528809, -1.6987890005111694, -1.8755011558532715, -2.3963329792022705, -2.8148605823516846, -3.1496825218200684, -3.4100985527038574, -3.4752020835876465, -3.759800434112549, -4.1727471351623535, -4.3736395835876465, -4.507568836212158, -4.552211284637451, -4.663818836212158, -4.9093546867370605, -5.0767645835876465, -5.0767645835876465, -5.1102471351623535, -5.177211284637451, -5.2330145835876465, -5.255336284637451, -5.322300434112549, -5.355782985687256, -5.446929454803467, -5.545515537261963, -5.5864386558532715, -5.6906046867370605, -5.6906046867370605, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
754,1226,ĠWe,-2.0857362747192383,2.0857362747192383,1.3093442916870117,0.5445447564125061,"[58586, 1226, 25284, 11060, 8926, 468, 67549, 5000, 1252, 67372, 8681, 75842, 10573, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","['ĠTape', 'ĠWe', 'ĠShadow', 'ĠMaster', 'ĠThread', 'ĠW', 'ĠShadows', 'ĠWeb', 'ĠUn', 'ĠWeaver', 'ĠGreat', 'ĠThreads', 'ĠWatch', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E']","[-0.4023295044898987, -2.0857362747192383, -3.136704444885254, -3.426882743835449, -3.4715261459350586, -3.69473934173584, -3.828667640686035, -4.47598934173584, -4.509472846984863, -4.606198310852051, -4.78848934173584, -4.911257743835449, -5.223757743835449, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
755,2370,aving,-1.0290751457214355,1.0290751457214355,1.2931129932403564,0.024748533964157104,"[402, 2370, 4798, 46851, 4234, 25727, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]","['av', 'aving', 'aves', 'avings', 'aved', 'avery', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L']","[-0.9621100425720215, -1.0290751457214355, -1.6317534446716309, -3.328181743621826, -3.819253444671631, -4.9353251457214355, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
756,21918,ĠCircle,-3.878227710723877,3.878227710723877,3.2550477981567383,0.0324799120426178,"[22703, 13257, 8926, 58586, 445, 11, 753, 11060, 5780, 9119, 10637, 32479, 315, 18449, 21918, 596, 6771, 5502, 25525, 21270, 1389, 8773, 17040, 16657, 3130, 16478, 3756, 3165, 6621, 2345, 2001, 9251, 468, 33442, 5196, 14227, 1920, 5333, 29490, 27987, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","['ĠTower', 'ĠMachine', 'ĠThread', 'ĠTape', 'ĠL', ',', 'âĢĻs', 'ĠMaster', 'Ġmachine', 'ĠTree', 'ĠRoom', 'ĠChamber', 'Ġof', 'ĠHeart', 'ĠCircle', ""'s"", 'ĠTable', 'Ġentity', 'ĠWoman', 'ĠLady', 'ĠâĢĵ', 'ĠProcess', 'ĠStation', 'ĠQueen', 'Ġroom', 'ĠChair', 'Ġdevice', 'ĠSp', 'ĠLo', 'âĢĶ', 'ĠâĢĶ', 'ĠCouncil', 'ĠW', 'ĠWheel', 'Ġitself', 'ĠDevice', 'Ġprocess', 'Ġwoman', 'ĠSpider', 'ĠCastle', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*']","[-2.0143885612487793, -2.2934069633483887, -2.4831385612487793, -2.706352710723877, -2.8514418601989746, -2.9611897468566895, -3.331352710723877, -3.364835262298584, -3.409477710723877, -3.4206385612487793, -3.6884961128234863, -3.6996569633483887, -3.7517409324645996, -3.878227710723877, -3.878227710723877, -3.956352710723877, -4.179566860198975, -4.213049411773682, -4.235371112823486, -4.257691860198975, -4.272573947906494, -4.369299411773682, -4.503227710723877, -4.525549411773682, -4.575772762298584, -4.620415210723877, -4.631576061248779, -4.653897762298584, -4.698540210723877, -4.709701061248779, -4.720861911773682, -4.798986911773682, -4.849210262298584, -4.893852710723877, -4.932915210723877, -4.999879360198975, -5.033361911773682, -5.033361911773682, -5.122647762298584, -5.128227710723877, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
